,Unnamed: 0,Text,Rating,keywords,count
466,466,If I wanted to kill myself I'd jump from your ego down to your rank,none,,0
467,467,I guess the condom broke and the coat hanger wasn't long enough.,none,,0
468,468,"Imagine that someone was pregnant for nine months, gave birth, and their child doesn't even play the fucking objective.",shit,,0
469,469,Were you born on a freeway? Because that's where most accidents happen.,none,,0
470,470,please look at the screen when you are playing,none,,0
471,471,"it was a joke, not a dick, don't take it so hard..",none,,0
472,472,If you were any dumber I would have to water you twice a day,shit,,0
473,473,You're the reason negatives numbers exist,none,,0
474,474,please look at the screen when you are playing,none,,0
475,475,"Do you know you need a mouse to play, right?",none,,0
476,476,"When you go to a family reunion, who brings the condoms?",none,,0
477,477,Could you please play with both hands?,none,,0
478,478,"There are about 37 trillion cells working together in your body right now, and you are disappointing every single one of them.",none,,0
479,479,video games bring new experiences and right now I'm experiencing what it's like to be a special needs caretaker,none,,0
480,480,The only thing you carry is aids,none,,0
481,481,You're baiting so hard you could probably catch a fucking shark,none,,0
482,482,Your K/D would vastly improve if you killed yourself,none,,0
483,483,I must be Noah's Ark. I'm carrying a bunch of fucking animals,none,,0
484,484,"You might as well start hacking, that way you could finally achieve something; a ban.",shit,,0
485,485,"Of all these different flavours, you chose to be salty.",none,,0
486,486,"I'd give a penny for your thoughts, but I don't want to overspend.",none,,0
487,487,You could be the only person in the game and still manage to die.,shit,,0
488,488,"So many flavors to choose from, and yet you choose salt",none,,0
489,489,you're topping the scoreboard in chromosome count,shit,,0
490,490,You're as useful as a white crayon,none,,0
491,491,If I got a dollar every time you missed a shot i could buy you the glasses you so desperately need.,none,,0
492,492,Do you believe in God ? cause he dosn't believe in you.,none,,0
493,493,At least terminal cancer gets kills.,shit,,0
494,494,imagine going through 9 months of pregnancy to give birth to a child who doesn't push the fucking payload.,shit,,0
495,495,"You should give that extra chromosome back, it's not nice to steal",none,,0
496,496,You probably would've shot the kid instead of Harambe ,none,,0
497,497,"I wish we'd met years ago, I would have repressed the memory by now",none,,0
498,498,"You don't have to worry about friends talking shit behind your back, seeing you have none.",none,,0
499,499,Can a medic take a look at my back? It hurts from carrying this team.,shit,,0
500,500,I doubt you can even count to your score.,shit,,0
501,501,I can't carry you with all those extra chromosomes weighing you down.,none,,0
502,502,You have as many kills as you have brain cells.,none,,0
503,503,Have you considered pointing that gun the other way around?,shit,,0
504,504,"I'd call you cancer, but at least cancer gets kills.",shit,,0
505,505,does your ass ever get jealous of all the shit that comes out of your mouth?,none,,0
506,506,You sound like you roofy yourself at gay bars,none,,0
507,507,This team could lose at Farmville. ,shit,,0
508,508,"I'd agree with you, but then we'd both be wrong",none,,0
509,509,PROTIP: you have a second hand for the keyboard,shit,,0
510,510,You are the reason why abortion is legal.,shit,,0
511,511,Imagine going through 9 months of pregnancy just to give birth to a child who doesn't push the fucking payload,shit,,0
512,512,"Ah yes, the Dead Sea, the second saltiest thing on Earth next to your bitch ass.",shit,,0
513,513,"With a score as low as that, you must be amazing at golf.",shit,,0
514,514,"If you'd been the terrorist piloting the jet in 9/11, the towers would probably still be there",none,,0
515,515,I need an apology letter. Can I borrow your birth certificate?,shit,,0
516,516,At least you could survive the abortion.,shit,,0
517,517,"Guys, how about you fix some handles to yourselves, so it'll be easier for me to carry you?",none,,0
518,518,"Mistakes were made, the worst one was by your parents.",none,,0
519,519,Kirby must be jealous with how much you suck.,none,,0
520,520,"I've avoided smoking my entire life to prevent cancer, but with a play like that it seems I've missed out on cigars for nothing.",shit,,0
521,521,"if you open up enough crates, one might contain the chromosome you left inside your mom. ",none,,0
522,522,You should've quit while you were ahead. Which was before you installed.,none,,0
523,523,You're living testament to the idea that people only use 10% of their brains,none,,0
524,524,"I'd call your aim cancer, but cancer kills",shit,,0
525,525,im gonna be able to deadlift 400 pounds by the time im done carrying you,none,,0
526,526,I was anti-abortion before I started this match but now I'm reconsidering.,shit,,0
527,527,Did you know sharks only kill 5 people each year? Looks like you got some competition,none,,0
528,528,"I've never touched a cigarette. I feel a sense of regret for not doing it, because you gave me cancer anyway.",shit,,0
529,529,"I'm not saying I hate you, but I would unplug your life support to charge my phone.",none,,0
530,530,"I'd say your aim is cancer, but cancer actually kills",shit,,0
531,531,You are a walking condom advertisment.,none,,0
532,532,"I'd call all of you cancer, but at LEAST cancer kills.",shit,,0
533,533,"I bet your brain feels as good as new, seeing that you never use it.",none,,0
534,534,You're more fucked than a Ditto in day-care. ,none,,0
535,535,I'd tell you to kill yourself but you probably couldn't even manage that,none,,0
536,536,"I'd tell you to just end it and shoot yourself, but you'd probably miss.",none,,0
537,537,"I would call you a cunt, but a cunt has a use.",shit,,0
538,538,"When I die, I'd like you to lower my coffin, so you can let me down one last time. ",none,,0
539,539,Why is there an enemy team when I have my own shit teammates to deal with.,shit,,0
540,540, Your parents deserve more than this.,none,,0
541,541,Christopher Columbus has better map awareness than you,none,,0
542,542,"I'd call you cancer, but it kills.",shit,,0
543,543,"Stupid people can believe in anything, so you can believe in yourself",none,,0
544,544,You guys answered the age-old question of whether God could create a team of people so dense that even he could not carry them,shit,,0
545,545,"If you worked at a zoo, Harambe would still be alive.",none,,0
546,546,You couldn't even hit puberty.,none,,0
547,547,You're why I'm pro-choice.,none,,0
548,548,I bet you guys are going to single-handedly keep the porn industry alive for the next 30 years.,none,,0
549,549,Your birth certificate was an apology from the condom company.,shit,,0
550,550,Please tell me you're actually a 'Twitch Plays' script,none,,0
551,551,I'd say you're cancer but at least cancer can kill people,shit,,0
552,552,Your parents must have been disappointed with the one-child policy,none,,0
553,553,"I'd ask you to shoot yourself, but you'd probably still miss.",none,,0
554,554,"If I wanted an excuse, I would've asked your mother why you werent aborted.",none,,0
555,555,Comcast gives better support than you.,none,,0
556,556,"It's not that I hate you, you just don't deserve respect in the first place.",none,,0
557,557,Michael J. Fox would be a better sniper main than you,none,,0
558,558,I wish you took the bullet instead of Harambe.,none,,0
559,559,"I'd call my team cancer, but at least cancer kills.",shit,,0
560,560,Your Tinder profile has seen more lefts than a Nascar track,shit,,0
561,561,Team Fortress2 is also Free-To-Uninstall,shit,,0
562,562,I'd try to see things from your point of view but I couldn't get my head that far up my ass.,none,,0
563,563,"I know you're trying your best, but I wish your best was actually trying.",none,,0
564,564,You're living proof that God has a sense of humour,none,,0
565,565,"I would have been you for Halloween, but I couldn't fit 7 dicks in my mouth",none,,0
566,566,"I used to think everyone had the potential to be great, then I discovered you.",none,,0
567,567,You're the type of player to get 3rd place in a 1v1 match,shit,,0
568,568,Roman soldiers were once paid in salt. These days people like you are giving it out for free.,none,,0
569,569,I would unplug your life support to charge my phone.,none,,0
570,570,"I'd call you cancer, but cancer gets kills.",shit,,0
571,571,"I'd trade you for a park bench, at least it could support the team",shit,,0
572,572,"The only thing that will ever fuck you, is life. ",none,,0
573,573,You look like someone pressed the randomize button in the Oblivion character creator.,none,,0
574,574,"If you listen closely, you can actually hear the salt crystals forming",none,,0
575,575,You couldn't pour water out of a boot with instructions on the heel,shit,,0
576,576,Fuck yourself. You'll finally get some pussy that way. ,shit,,0
577,577,Your parents need to get a very late term abortion,shit,,0
578,578,"If I were to insult you, it'd be animal abuse",none,,0
579,579,You bring down the property value just being here.,none,,0
580,580,"This game has a wide variety of playable characters and playstyles, and I'd appreciate it if you'd learn one.",shit,,0
581,581,At least I have a father and not 10 suspects.,none,,0
582,582,"Wait, don't go. I still need more salt on my food.",none,,0
583,583,I used to be an athiest but only divine intervention could create something as miserable as you.,none,,0
584,584,You'd struggle to pour water out of a boot if the instructions were written on the heel!,shit,,0
585,585,"Each time you spend time typing, we actually do better.",none,,0
586,586,You're as useful as Stephen Hawking's home gym,none,,0
587,587,"If you got cancer, I would feel bad for the cancer.",shit,,0
588,588,You couldn't even support a drug addiction,none,,0
589,589,Your existence is the best argument against intelligent design.,none,,0
590,590,You're the type of person to try and shoot up a school with a nerf gun,shit,,0
591,591,Two men walk into a bar. You walk into a fucking pole.,none,,0
592,592,The only thing you can throw is the match,shit,,0
593,593,You say that as if I value your opinion.,none,,0
594,594,You couldn't pour water out of a boot if the instructions were on the heel,shit,,0
595,595,"With that poor aim, im surprised your dad figured out where to stick it in",shit,,0
596,596,When I die I want you to to lower me in my grave so you can let me down one more time.,none,,0
597,597,"I'd call you cancer, but at least cancer kills people.",shit,,0
598,598,Imagine going through 9 months of pregnancy only to give birth to someone who decides to be the fucking fourth spy on the team.,shit,,0
599,599,"If we win this game, you only need one more miracle to become a saint.",shit,,0
600,600,"I'd call you a tool, but that would imply you were useful in at least one way.",shit,,0
601,601,Remember when your mother told you to be yourself? Please don't do that.,none,,0
602,602,"If I wanted to kill myself, I would climb up to your ego and jump down to your IQ level",none,,0
603,603,"Your skill is like John Cena, nobody can see it",none,,0
604,604,"Which is lower, your score or your IQ?",shit,,0
605,605,Legend has it that the number 0 was first invented after scientists calculated your chance of doing something useful.,none,,0
606,606,Really wish I could aim this gun at myself instead of the enemy team.,shit,,0
607,607,You're an inspiration for birth control.,shit,,0
608,608,"I'm reconsidering creationism, I feel like it only took 6000 years of evolution to make you.",none,,0
609,609,"I regret not smoking my entire life, because watching you still gave me cancer.",shit,,0
610,610,You couldn't pour water out of a boot if the instructions were on the heel.,shit,,0
611,611,I've seen obese Mexican food vendors push carts better than this team.,shit,,0
612,612,"I'd call you a cunt, but you lack the warmth or the depth. ",shit,,0
613,613,You are probably the only person that will miss with an aimbot.,none,,0
614,614,My dad hits harder than you,none,,0
615,615,If I wanted to kill myself I'd jump from your ego down to your IQ.,none,,0
616,616,"I would say this team is cancer, but at least cancer gets kills",shit,,0
617,617,"When I die, I want you to put my casket into my grave, so that you can let me down one last time.",none,,0
618,618,If there would be a loser contest you'd win a second place. Because you are a loser.,none,,0
619,619,Surprised you got past the tutorial honestly,none,,0
620,620,If I had a dollar for every time you missed a shot I could buy you the glasses you so desperately need.,none,,0
621,621,"ergkirhrjrl;asewi    shit, sorry, my cat walked on my keyboard and somehow it still played better than you.",shit,,0
622,622,We should call this team 'The Stormtroopers' cause none of you can fucking hit anything.,shit,,0
623,623,Harambe didn't die for this.,none,,0
624,624,If you were any more inbred you'd be a sandwich,none,,0
625,625,your hand to eye coordination is more broken than TF2's matchmaking system,none,,0
626,626,Aiming can increase your accuracy.,none,,0
627,627,"Save your breath, you'll need to to blow up your girlfriend later.",none,,0
628,628,The only game you could get a high score in is golf.,shit,,0
629,629,I'm a support main but I can't heal this team's cancer.,shit,,0
630,630,"You need a higher aspiration in life than just being a giant fucking failure, buddy.",shit,,0
631,631,I'd rather have a single Stormtrooper than any of these fucking Snipers.,none,,0
632,632,Imagine going through a nine month pregnancy only to give birth to someone who can't push the fucking cart.,shit,,0
633,633,Imagine going through 9 months of pregnancy to give birth to a child who doesn't do the fucking objective.,shit,,0
634,634,Stephen Hawking knows the secrets of the universe; but can't figure out how people as stupid as you put on shoes this morning.,none,,0
635,635,Iridium is known to be the second densest thing on the planet. Congrats on being more dense than Iridium.,shit,,0
636,636,I'd call you cancer but at least cancer can kill things,shit,,0
637,637,"When scientists finally find what the object at the centre of our galaxy, it's going to be your dense fucking head",none,,0
638,638,"I'd insult you, but my mother told me not to insult the handicapped. ",none,,0
639,639,I had no expectations for you and yet you still managed to disappoint. Bravo.,none,,0
640,640,Suicide is always an option.,none,,0
641,641,Tip : Turn on your monitor to see what's ahead of you!,none,,0
642,642,"Team Fortress 2 is also Free-To-Uninstall,",none,,0
643,643,How about you stop carrying the other team?,shit,,0
644,644,Harmless bots have a higher K/D than you,none,,0
645,645,"I would tell you a joke, but your entire existance makes a better job at that than me.",none,,0
646,646,"31.5 N, 35,5 E, the coordinates of the Dead Sea, the saltiest place on earth next to your bitch ass.",shit,,0
647,647,You look like your face was on fire and someone tried to put it out with a fork,none,,0
648,648,You weren't worth the sex that made you. ,none,,0
649,649,By the time this match ends you'll have as many deaths as chromosomes. ,shit,,0
650,650,"I'd make a joke, but you're already here",none,,0
651,651,You remind me of the son I never wanted,none,,0
652,652,"A fortune teller told me that I was going to kill a vegetable today, I guess that time is now...",none,,0
653,653,"If you were to shoot yourself, your K/D ratio would improve by 100%.",none,,0
654,654,Imagine being pregnant for nine months only to give birth to a fucking idiot who thinks recycling this joke is a good idea.,shit,,0
655,655,If I wanted you to open your mouth I'd jingle my zipper,none,,0
656,656,"You can mine salt from the ground, or you can dry seawater. I don't have to do either, I've got you.",none,,0
657,657,"Eat your veggies kids, that's how I got strong enough to carry you all",none,,0
658,658,"If you made as many good plays as made excuses, you'd have won EVO by now.",none,,0
659,659,"Imagine waiting 9 months to give birth, and it's you.",shit,,0
660,660,"Atleast your ping knows how to do it, high score.",shit,,0
661,661,"If you were the person controlling the plane, you wouldve missed the Twin Towers.",none,,0
662,662,"Strange, I thought the counter didn't track kills on bots",none,,0
663,663,"The only excuse you can have for doing THIS bad, is that you're using the DK bongos as a controller.",none,,0
664,664,"It must be difficult for you, exhausting your entire vocabulary in one sentence.",none,,0
665,665,players like you should come with a handicap sticker,none,,0
666,666,You're such a pussy that fucking you wouldn't be gay.,none,,0
667,667,Calling you a retard is a compliment in comparison to how stupid you actually are.,none,,0
668,668,You're more useless than Anne Frank's drumkit,none,,0
669,669,"You lost the game for us? Don't worry, everyone makes mistakes, even God does, we have you to show for it!",shit,,0
670,670,"What you lack in brain cells, you make up for in chromosome count.",none,,0
671,671,At least your ping is higher than your death count.,shit,,0
672,672,"I would call you a cunt, but you lack the warmth or the depth.",shit,,0
673,673,Christ died for your sins and this is how you repay him?,none,,0
674,674,You're the reason they need to put instructions on Bleach bottles ,none,,0
675,675,"I'd insult your mother, but I'd hurt your sister's feelings.",none,,0
676,676,"Wow, this game should really be R-rated. I'm looking at the killfeed and all it shows is our team getting fucked. ",shit,,0
677,677,"The way you're feeding, Africa may finally have a chance.",shit,,0
678,678,Your mother should've spent the money on an abortion rather than the booze she drank during the pregnancy.,shit,,0
679,679,You whine more than a hentai girl does. At least she's actually useful.,none,,0
680,680,At least cancer kills unlike you,shit,,0
681,681,"Its a shame you werent the pilot of 9/11, you would have missed the building.",none,,0
682,682,You're the reason why no religion has a god that stays on Earth.,none,,0
683,683,"If laughter is the best medicine, your face must be curing the world.",none,,0
684,684,"I'd say you're cancer, but at least cancer kills.",shit,,0
685,685,Why don't you slip into something more comfortable...like a coma.,none,,0
686,686,"If you're going to be two-faced, at least make one of them pretty.",none,,0
687,687,"I'd say your aim is cancer, but cancer actually kills people.",shit,,0
688,688,"I'm not saying you're useless, but I'd unplug your router to charge my phone. ",none,,0
689,689,Stephen Hawking did great with his disability. Why can't you?,none,,0
690,690,I'm pretty sure you've typed more sentences than landed shots.,none,,0
691,691,"I'd call you aim cancer but, cancer kills.",shit,,0
692,692,"With an aim like that, I'm surprised you were able to turn your PC on.",shit,,0
693,693,Dropped Like A Newborn Baby,none,,0
694,694,"Just fucking throw your mouse at your screen, that'll be the first shot you hit. You know what? You'll just miss that too.",none,,0
695,695,"You don't seem to have much skill. You know, you can always go play Overwatch.",shit,,0
696,696, Why don't you slip into something more comfortable -- like a coma,none,,0
697,697,Could you imagine what it would have been like if you had more oxygen at birth,shit,,0
698,698,"I would call you cancer, but cancer actually kills people.",shit,,0
699,699,"I see, the reason you don't push the payload is that even it can't carry you if you sit on it.",none,,0
700,700,"It's a joke, not a cock. Stop taking it hard.",none,,0
701,701,"just because it's on the scoreboard, it doesn't mean dying gets you points",shit,,0
702,702,Do people find your Tinder profile using the 'Sort by highest Chromosome count' option?,shit,,0
703,703,"I sometimes contemplate suicide, but then who would be around to tell you how terrible you are.",shit,,0
704,704,I've seen better reflexes from Polio sufferers.,none,,0
705,705,Team Fortress  is also Free-To-Uninstall,shit,,0
706,706,What's the similarity between your mom and you? Both you and your mom suck.,none,,0
707,707,I think you need more practice with your aim. You can try using the broadside of a barn as a traget.,shit,,0
708,708,"Weird, I didn't know they let bots run loose in public games?",none,,0
709,709,What are you doing here? The nearest elementary school is at lest 10km away.,none,,0
710,710,"You should try your luck at russian roulette, at least you might kill something",none,,0
711,711,"If ugliness was measured in bricks, you would make the great wall of china.",none,,0
712,712,Your mother is so ugly people break into your house just to close the curtains,none,,0
713,713,your birth certificate was an apology letter from the condom company,shit,,0
714,714,"Maybe if you spent as much effort on the game as do bitching, you might actually kill something other than my will to live.",shit,,0
715,715,The Earth ,none,,0
